#JCAT	Piece	Name	LDate	TLast	TOp	TDate	TF	Program	Plane	Att	Mvr	Class	Category	Result	Control	Discipline	UNState	UNReg	UNPeriod	UNPerigee	UNApogee	UNInc	DispEpoch	DispPeri	DispApo	DispInc	Comment
# Updated 2025 Apr  7 2348:35																											
S06675	1973-037A	Cosmos 564	1973 Jun  8	1974?	1974?	1974?	-	Strela-1M	A	-	-	D	COM	U	-	-	SU	A/AC.105/INF.274	-	1392	1507	74.0	1973 Jun 11	1395	1481	74.02	-
S06676	1973-037B	Cosmos 565	1973 Jun  8	1974?	1974?	1974?	-	Strela-1M	A	-	-	D	COM	U	-	-	SU	A/AC.105/INF.274	-	1392	1507	74.0	1973 Jun 10	1449	1491	74.01	-
S06677	1973-037C	Cosmos 566	1973 Jun  8	1974?	1974?	1974?	-	Strela-1M	A	-	-	D	COM	U	-	-	SU	A/AC.105/INF.274	-	1392	1507	74.0	1973 Jun 11	1432	1484	74.01	-
S06678	1973-037D	Cosmos 567	1973 Jun  8	1974?	1974?	1974?	-	Strela-1M	A	-	-	D	COM	U	-	-	SU	A/AC.105/INF.274	-	1392	1507	74.0	1973 Jun 10	1412	1485	74.01	-
S06679	1973-037E	Cosmos 568	1973 Jun  8	1974?	1974?	1974?	-	Strela-1M	A	-	-	D	COM	U	-	-	SU	A/AC.105/INF.274	-	1392	1507	74.0	1973 Jun 11	1376	1481	74.02	-
S06680	1973-037F	Cosmos 569	1973 Jun  8	1974?	1974?	1974?	-	Strela-1M	A	-	-	D	COM	U	-	-	SU	A/AC.105/INF.274	-	1392	1507	74.0	1973 Jun 11	1357	1481	74.02	-
S06681	1973-037G	Cosmos 570	1973 Jun  8	1974?	1974?	1974?	-	Strela-1M	A	-	-	D	COM	U	-	-	SU	A/AC.105/INF.274	-	1392	1507	74.0	1973 Jun 12	1337	1482	74.01	-
S06682	1973-037H	Cosmos 571	1973 Jun  8	1974?	1974?	1974?	-	Strela-1M	A	-	-	D	COM	U	-	-	SU	A/AC.105/INF.274	-	1392	1507	74.0	1973 Jun 10	1319	1480	74.03	-
S06684	1973-038A	Cosmos 572	1973 Jun 10	1973 Jun 23	1973 Jun 23	1973 Jun 23 0659?	-	Zenit-4M	-	-	M	D	IMG	U	-	-	SU	A/AC.105/INF.274	-	211	294	51.7	1973 Jun 23	-209	241	51.64	-
S06686	1973-039A	[Explorer 49]	1973 Jun 10	1977 Apr 30	1977 Apr 30	1977 Apr 30	-	Explorer RAE	-	-	M	C	AST	U	-	RFA*	US	A/AC.105/INF.279	-	-	-	-	1973 Jun 10	183	387270	29.10	LF radio astronomy
S06691	1973-040A	-	1973 Jun 12	1980 Nov?	1980 Nov?	1980 Nov?	-	DSP I	-	-	M	D	EW	U	-	-	US	A/AC.105/INF.279	1436.0	35777	35786	0.3	1980 Nov  2	35905	35920	5.66	-
S06694	1973-041A	Cosmos 573	1973 Jun 15	1973 Jun 17	1973 Jun 17	1973 Jun 17 0604	-	7K-T	-	-	M	C	SS	U	-	-	SU	A/AC.105/INF.276	-	196	329	51.6	1973 Jun 17	-83	251	51.61	-
S06707	1973-042A	Cosmos 574	1973 Jun 20	1974?	1974?	1974?	-	Zaliv	B	-	-	D	NAV	U	-	-	SU	A/AC.105/INF.276	-	996	1026	83.0	1973 Jun 22	983	1013	82.95	-
S06709	1973-043A	Cosmos 575	1973 Jun 21	1973 Jul  3	1973 Jul  3	1973 Jul  3 0636?	-	Zenit-2M	-	-	D	D	IMG	U	-	-	SU	A/AC.105/INF.276	-	208	299	65.4	1973 Jul  2	199	258	65.40	-
S06713	1973-044A	Cosmos 576	1973 Jun 27	1973 Jul  9	1973 Jul  9	1973 Jul  9 0700?	-	Orion	-	-	D	D	IMG	U	-	-	SU	A/AC.105/INF.276	-	212	356	72.9	1973 Jul  9	202	315	72.85	-
S06719	1973-044F	KBE	1973 Jun 27	1973 Jul  9	1973 Jul  9	1973 Jul  9 0627?	-	Cap B	-	-	-	D	TECH	U	-	-	[SU]	-	-	-	-	-	1973 Jul 11	183	233	72.86	-
S06722	1973-045A	Molniya 2	1973 Jul 11	1975 Feb 12	1975 Feb 12	1975 Feb 12	-	Molniya-2	-	-	M	D	COM	U	-	-	SU	A/AC.105/INF.276	-	480	39280	65.3	1975 Feb 17	400	39953	66.02	-
S06727	1973-046A	-	1973 Jul 13	1973 Oct 12	1973 Oct 12	1973 Oct 12	-	Hex I	-	-	M	D	IMG	U	-	-	US	A/AC.105/INF.280	88.7	155	274	96.2	1973 Oct 11	204	234	96.15	-
S06742	1973-047A	Mars 4	1973 Jul 21	1974 Feb?	1974 Feb?	1974 Feb?	-	3M	-	-	-	C	PLAN	F	-	PL	SU	A/AC.105/INF.276	-	-	-	-	1973 Jul 21	167	-59473	51.52	"Mars orbiter, failed"
S06745	1973-048A	Cosmos 577	1973 Jul 25	1973 Aug  7	1973 Aug  7	1973 Aug  7 0437?	-	Zenit-4M	-	-	M	D	IMG	U	-	-	SU	A/AC.105/INF.276	-	209	312	65.4	1973 Aug  7	-191	221	65.41	-
S06754	1973-049A	Mars 5	1973 Jul 25	1974 Mar  1	1974 Mar  1	1974 Mar  1	-	3M	-	-	M	C	PLAN	S	-	PL	SU	A/AC.105/INF.276	-	-	-	-	-	0	0	0.00	Mars orbiter
S06757	1973-050A	[Skylab 3]	1973 Jul 28	1973 Sep 25	1973 Sep 25	1973 Sep 25 2219	-	Apollo II	-	-	M	C	SS	U	-	BIO	US	A/AC.105/INF.280	93.2	423	440	50.0	1973 Sep 25	-21	434	50.04	Station ferry
S06758	1973-050B	S-IVB	1973 Jul 28	1973 Jul 28	1973 Jul 28	1973 Jul 28	-	Saturn IB	-	-	-	C	TECH	U	-	-	[US]	-	-	-	-	-	1973 Jul 28	151	222	50.02	-
S06759	1973-051A	Cosmos 578	1973 Aug  1	1973 Aug 13	1973 Aug 13	1973 Aug 13 0740?	-	Zenit-2M	-	-	D	D	IMG	U	-	-	SU	A/AC.105/INF.276	-	207	308	65.4	1973 Aug 13	199	278	65.40	-
S06768	1973-052A	Mars 6	1973 Aug  5	1974 Mar 12	1974 Mar 12	1974 Mar 12	-	3M	-	-	M	C	PLAN	S	-	PL	SU	A/AC.105/INF.276	-	-	-	-	-	0	0	0.00	"Mars lander, crashed"
S06776	1973-053A	Mars 7	1973 Aug  9	1974 Mar  9	1974 Mar  9	1974 Mar  9	-	3M	-	-	M	C	PLAN	F	-	PL	SU	A/AC.105/INF.276	-	-	-	-	1973 Aug  9	177	-53827	51.52	"Mars lander, missed"
S06787	1973-054A	-	1973 Aug 17	1977 Apr 30	1977 Apr 30	1977 Apr 30	-	DMSP 5B	-	-	-	D	MET	U	-	-	US	A/AC.105/INF.282	101.5	808	853	98.8	1973 Aug 19	807	851	98.82	-
S06789	1973-055A	Cosmos 579	1973 Aug 21	1973 Sep  3	1973 Sep  3	1973 Sep  3 0529?	-	Zenit-4M	-	-	M	D	IMG	U	-	-	SU	A/AC.105/INF.277	-	209	315	65.4	1973 Sep  3	-195	206	65.43	-
S06791	1973-056A	-	1973 Aug 21	1974?	1978?	1978?	-	Jumpseat	-	-	-	D	SIG	U	-	-	US	A/AC.105/INF.282	701.0	392	39132	63.3	1973 Aug 24	362	39205	63.26	-
S06793	1973-057A	Cosmos 580	1973 Aug 22	1973 Sep  4	1973 Sep  4	1973 Sep  4	-	DS-P1-Yu A	-	-	-	D	CAL	U	-	-	SU	A/AC.105/INF.277	-	283	518	71.0	1973 Aug 24	272	490	71.00	-
S06796	1973-058A	[Intelsat 4 F7]	1973 Aug 23	1984 Feb 23	1984 Feb 23	1984 Feb 23	-	Int4	-	-	M	C	COM	U	-	-	US	A/AC.105/INF.282	1435.6	35773	35778	0.4	1984 Mar 10	36045	36120	1.75	-
S06798	1973-059A	Cosmos 581	1973 Aug 24	1973 Sep  6	1973 Sep  6	1973 Sep  6 0745?	-	Zenit-4M	-	-	M	D	IMG	U	-	-	SU	A/AC.105/INF.277	-	211	303	51.6	1973 Sep  6	-224	228	51.61	-
S06802	1973-060A	Cosmos 582	1973 Aug 28	1974?	1974?	1974?	-	Tselina-OM	-	-	-	D	SIG	U	-	-	SU	A/AC.105/INF.277	-	521	559	74.0	1973 Aug 31	517	541	74.04	-
S06805	1973-061A	Molniya 1	1973 Aug 30	1975?	1975?	1975?	-	Molniya-1	-	-	M	D	COM	U	-	-	SU	A/AC.105/INF.277	-	480	37970	65.3	1975 Jan 21	1080	39273	65.65	-
S06809	1973-062A	Cosmos 583	1973 Aug 30	1973 Sep 12	1973 Sep 12	1973 Sep 12 0724?	-	Zenit-2M	-	-	D	D	IMG	U	-	-	SU	A/AC.105/INF.277	-	208	316	65.0	1973 Sep 12	198	284	64.90	-
S06818	1973-063A	Cosmos 584	1973 Sep  6	1973 Sep 20	1973 Sep 20	1973 Sep 20 0444?	-	Zenit-4M	-	-	M	D	IMG	U	-	-	SU	A/AC.105/INF.281	-	213	360	72.9	1973 Sep 20	-165	243	72.84	-
S06822	1972-079C	-	1972 Oct 10	1973?	1976?	1976?	-	P801	-	-	-	D	SIG	U	-	-	US	A/AC.105/INF.283	95.6	1421	1469	95.6	1972 Nov  1	1421	1467	95.65	-
S06825	1973-064A	Cosmos 585	1973 Sep  8	1974?	1974?	1974?	-	Sfera	-	-	-	D	GEOD	U	-	GEOD	SU	A/AC.105/INF.281	-	1385	1416	74.0	1973 Sep 10	1374	1405	74.02	Operational geodesy
S06828	1973-065A	Cosmos 586	1973 Sep 14	1974?	1974?	1974?	-	Zaliv	C	-	-	D	NAV	U	-	-	SU	A/AC.105/INF.281	-	986	1020	83.0	1973 Sep 16	967	1005	82.94	-
S06832	1973-066A	Cosmos 587	1973 Sep 21	1973 Oct  4	1973 Oct  4	1973 Oct  4 0634?	-	Zenit-4MK	-	-	M	D	IMG	U	-	-	SU	A/AC.105/INF.281	-	215	330	65.4	1973 Oct  4	-170	229	65.42	-
S06836	1973-067A	Soyuz 12	1973 Sep 27	1973 Sep 29	1973 Sep 29	1973 Sep 29 1133	-	7K-T	-	-	M	C	SS	U	-	ATM	SU	A/AC.105/INF.281	-	194	249	51.6	1973 Sep 29	-61	318	51.58	Station ferry test
S06837	1973-068A	-	1973 Sep 27	1973 Oct 29	1973 Oct 29	1973 Oct 29	-	KH8D	-	-	M	D	IMG	U	-	-	US	A/AC.105/INF.283	89.9	128	384	110.5	1973 Oct 28	115	346	110.42	-
S06845	1973-069A	Cosmos 588	1973 Oct  2	1974?	1974?	1974?	-	Strela-1M	A	-	-	D	COM	U	-	-	SU	A/AC.105/INF.281	-	1397	1512	74.0	1973 Oct  5	1448	1494	74.01	-
S06846	1973-069B	Cosmos 589	1973 Oct  2	1974?	1974?	1974?	-	Strela-1M	A	-	-	D	COM	U	-	-	SU	A/AC.105/INF.281	-	1397	1512	74.0	1973 Oct  6	1415	1489	74.00	-
S06847	1973-069C	Cosmos 590	1973 Oct  2	1974?	1974?	1974?	-	Strela-1M	A	-	-	D	COM	U	-	-	SU	A/AC.105/INF.281	-	1397	1512	74.0	1973 Oct  8	1434	1488	74.01	-
S06848	1973-069D	Cosmos 591	1973 Oct  2	1974?	1974?	1974?	-	Strela-1M	A	-	-	D	COM	U	-	-	SU	A/AC.105/INF.281	-	1397	1512	74.0	1973 Oct 12	1347	1486	73.99	-
S06849	1973-069E	Cosmos 592	1973 Oct  2	1974?	1974?	1974?	-	Strela-1M	A	-	-	D	COM	U	-	-	SU	A/AC.105/INF.281	-	1397	1512	74.0	1973 Oct  5	1331	1485	74.00	-
S06850	1973-069F	Cosmos 593	1973 Oct  2	1974?	1974?	1974?	-	Strela-1M	A	-	-	D	COM	U	-	-	SU	A/AC.105/INF.281	-	1397	1512	74.0	1973 Oct  5	1364	1486	74.01	-
S06851	1973-069G	Cosmos 594	1973 Oct  2	1974?	1974?	1974?	-	Strela-1M	A	-	-	D	COM	U	-	-	SU	A/AC.105/INF.281	-	1397	1512	74.0	1973 Oct  5	1381	1486	74.00	-
S06852	1973-069H	Cosmos 595	1973 Oct  2	1974?	1974?	1974?	-	Strela-1M	A	-	-	D	COM	U	-	-	SU	A/AC.105/INF.281	-	1397	1512	74.0	1973 Oct  6	1399	1486	74.01	-
S06856	1973-070A	Cosmos 596	1973 Oct  3	1973 Oct  9	1973 Oct  9	1973 Oct  9 0745?	-	Zenit-2M	-	-	D	D	IMG	U	-	-	SU	A/AC.105/INF.281	-	211	310	65.4	1973 Oct  8	206	272	65.41	-
S06858	1973-071A	Cosmos 597	1973 Oct  6	1973 Oct 12	1973 Oct 12	1973 Oct 12 0700?	-	Zenit-4MK	-	-	M	D	IMG	U	-	-	SU	A/AC.105/INF.281	-	212	312	65.4	1973 Oct 12	-204	227	65.41	-
S06862	1973-072A	Cosmos 598	1973 Oct 10	1973 Oct 16	1973 Oct 16	1973 Oct 16 0651?	-	Zenit-4M	-	-	M	D	IMG	U	-	-	SU	A/AC.105/INF.281	-	213	360	72.9	1973 Oct 16	-208	225	72.85	-
S06867	1973-073A	Cosmos 599	1973 Oct 15	1973 Oct 28	1973 Oct 28	1973 Oct 28 0620?	-	Zenit-2M	-	-	D	D	IMG	U	-	-	SU	A/AC.105/INF.281	-	206	294	65.0	1973 Oct 27	198	261	64.94	-
S06873	1973-074A	Cosmos 600	1973 Oct 16	1973 Oct 23	1973 Oct 23	1973 Oct 23 0803?	-	Zenit-4M	-	-	M	D	IMG	U	-	-	SU	A/AC.105/INF.281	-	215	366	72.0	1973 Oct 23	-222	273	72.83	-
S06875	1973-075A	Cosmos 601	1973 Oct 16	1974 Aug 15	1974 Aug 15	1974 Aug 15	-	DS-P1-Yu B	-	-	-	D	CAL	U	-	-	SU	A/AC.105/INF.281	-	210	1561	82.0	1973 Oct 18	197	1529	81.91	-
S06877	1973-076A	Molniya 2	1973 Oct 19	1975 Oct  7	1975 Oct  7	1975 Oct  7	-	Molniya-2	-	-	M	D	COM	U	-	-	SU	A/AC.105/INF.281	-	630	40600	62.8	1975 Oct 12	492	40593	64.08	-
S06885	1973-077A	Cosmos 602	1973 Oct 20	1973 Oct 29	1973 Oct 29	1973 Oct 29 0545?	-	Zenit-4MK	-	-	M	D	IMG	U	-	-	SU	A/AC.105/INF.281	-	213	365	72.9	1973 Oct 29	-172	192	72.86	-
S06893	1973-078A	[Explorer 50]	1973 Oct 26	2001 Oct 26	2001 Oct 26	2001 Oct 26	-	IMP	-	-	-	C	SCI	U	-	P/F/RFA*	US	A/AC.105/INF.286	17279.1	141184	288857	28.7	2024 Oct 21	189383	239584	7.09	Magnetosphere/solar wind
S06900	1973-079A	Cosmos 603	1973 Oct 27	1973 Nov  9	1973 Nov  9	1973 Nov  9 0716?	-	Zenit-4M	-	-	M	D	IMG	U	-	-	SU	A/AC.105/INF.281	-	213	380	72.9	1973 Nov  9	-181	212	72.84	-
S06907	1973-080A	Cosmos 604	1973 Oct 29	1974?	1974?	1974?	-	Tselina-D1	-	-	-	D	SIG	U	-	-	SU	A/AC.105/INF.281	-	624	647	81.2	1973 Oct 31	613	635	81.21	-
S06909	1973-081A	[NNSS O-20]	1973 Oct 30	1995 Jan 31	1995 Jan 31	1995 Jan 31	-	NNS R	-	-	-	D	NAV	U	-	-	US	A/AC.105/INF.286	105.6	851	1153	90.2	1973 Nov  1	895	1145	90.19	-
S06911	1973-082A	Intercosmos 10	1973 Oct 30	1974 Jun  7	1974 Jun  7	1974 Jun  7	-	DS-U2-IK	-	-	-	C	SCI	U	-	P/F*	SU	A/AC.105/INF.285	-	265	1477	74.0	1973 Nov  1	257	1453	74.03	Ionosphere
S06913	1973-083A	Cosmos 605	1973 Oct 31	1973 Nov 22	1973 Nov 22	1973 Nov 22 0652?	-	Bion	-	-	-	C	BIO	U	-	BIO	SU	A/AC.105/INF.285	-	221	424	62.8	1973 Nov  3	213	400	62.81	"Rats, turtles (Bion 1)"
S06916	1973-084A	Cosmos 606	1973 Nov  2	1974 Jun 27	1974 Jun 27	1974 Jun 27	-	Oko A	-	-	M	D	EW	U	-	-	SU	A/AC.105/INF.285	-	626	39360	62.8	1974 Jun 30	1002	39401	62.86	-
S06919	1973-085A	[Mariner 10]	1973 Nov  3	1975 Mar 24	1975 Mar 24	1975 Mar 24	-	Mariner	-	-	M	C	PLAN	U	-	PL	US	A/AC.105/INF.291	-	-	-	-	-	0	0	0.00	Venus/Mercury probe
S06920	1973-086A	[NOAA 3]	1973 Nov  6	1976 Aug 31	1976 Aug 31	1976 Aug 31	-	ITOS	-	-	-	C	MET	U	-	-	US	A/AC.105/INF.291	116.1	1502	1514	102.0	1973 Nov 10	1502	1511	102.07	-
S06926	1973-087A	Cosmos 607	1973 Nov 10	1973 Nov 22	1973 Nov 22	1973 Nov 22 0756?	-	Zenit-4MK	-	-	M	D	IMG	U	-	-	SU	A/AC.105/INF.285	-	214	364	72.9	1973 Nov 22	-170	244	72.83	-
S06928	1973-088A	-	1973 Nov 10	1974 Mar 13	1974 Mar 13	1974 Mar 13	-	Hex II	-	-	M	D	IMG	U	-	-	US	A/AC.105/INF.291	88.7	159	268	96.9	1974 Mar 12	161	246	96.80	-
S06931	1973-088C	-	1973 Nov 10	1974?	1978 Dec?	1978 Dec?	-	EHH B	-	-	-	D	SIG	U	-	-	US	A/AC.105/INF.291	94.5	488	505	96.3	1973 Nov 19	484	506	96.33	-
S06932	1973-089A	Molniya 1	1973 Nov 14	1978?	1978?	1978?	-	Molniya-1	-	-	M	D	COM	U	-	-	SU	A/AC.105/INF.285	-	480	39140	65.0	1978 Jan  4	948	39408	65.04	-
S06936	1973-090A	[Skylab 4]	1973 Nov 16	1974 Feb  8	1974 Feb  8	1974 Feb  8 1516	-	Apollo II	-	-	M	C	SS	U	-	UVA/BIO	US	A/AC.105/INF.291	93.2	422	442	50.0	1974 Feb  8	-18	436	50.04	"Station ferry, FUV camera"
S06937	1973-090B	S-IVB	1973 Nov 16	1973 Nov 16	1973 Nov 16	1973 Nov 16	-	Saturn IB	-	-	-	C	TECH	U	-	-	[US]	-	-	-	-	-	1973 Nov 16	83	225	50.05	-
S06938	1973-088D	-	1973 Nov 10	1974?	1979?	1979?	-	P801	-	-	-	D	SIG	U	-	-	US	A/AC.105/INF.291	114.6	1419	1458	96.9	1973 Nov 18	1416	1458	96.96	-
S06941	1973-091A	Cosmos 608	1973 Nov 20	1974 Jul 10	1974 Jul 10	1974 Jul 10	-	DS-P1-Yu A	-	-	-	D	CAL	U	-	-	SU	A/AC.105/INF.285	-	281	528	71.0	1973 Nov 23	269	500	70.97	-
S06943	1973-092A	Cosmos 609	1973 Nov 21	1973 Dec  4	1973 Dec  4	1973 Dec  4 0654?	-	Zenit-4M	-	-	M	D	IMG	U	-	-	SU	A/AC.105/INF.285	-	207	370	70.0	1973 Dec  4	-186	209	69.92	-
S06947	1973-083C	KBE	1973 Oct 31	1973 Nov 22	1973 Nov 22	1973 Nov 22 0619?	-	Cap C	-	-	-	C	TECH	U	-	-	[SU]	-	-	-	-	-	1973 Nov 26	194	380	62.91	-
S06950	1973-093A	Cosmos 610	1973 Nov 27	1974?	1974?	1974?	-	Tselina-OM	-	-	-	D	SIG	U	-	-	SU	A/AC.105/INF.285	-	515	560	74.0	1973 Dec  2	514	544	74.05	-
S06952	1973-094A	Cosmos 611	1973 Nov 28	1974 Jun 19	1974 Jun 19	1974 Jun 19	-	DS-P1-Yu A	-	-	-	D	CAL	U	-	-	SU	A/AC.105/INF.285	-	280	507	71.0	1973 Dec  1	267	480	70.97	-
S06953	1973-095A	Cosmos 612	1973 Nov 28	1973 Dec 11	1973 Dec 11	1973 Dec 11 0622?	-	Zenit-4MK	-	-	M	D	IMG	U	-	-	SU	A/AC.105/INF.285	-	214	371	72.9	1973 Dec 11	-187	221	72.85	-
S06957	1973-096A	Cosmos 613	1973 Nov 30	1974 Jan 29	1974 Jan 29	1974 Jan 29 0550?	-	7K-T	-	-	M	C	SS	U	-	BIO	SU	A/AC.105/INF.285	-	195	295	51.6	1974 Jan 29	-132	367	51.59	Seeds exposure
S06958	1973-097A	Molniya 1	1973 Nov 30	1979 Apr?	1979 Apr?	1979 Apr?	-	Molniya-1K	-	-	M	D	COM	U	-	-	SU	A/AC.105/INF.285	-	460	40900	62.7	1979 Apr  7	878	39472	64.17	-
S06965	1973-098A	Cosmos 614	1973 Dec  4	1975?	1975?	1975?	-	Strela-2M	-	-	-	D	COM	U	-	-	SU	A/AC.105/INF.285	-	770	830	74.0	1973 Dec  7	769	805	74.06	-
S06971	1973-099A	Cosmos 615	1973 Dec 13	1975 Jun 16	1975 Jun 16	1975 Jun 16	-	DS-P1-I	-	-	-	D	CAL	U	-	-	SU	A/AC.105/INF.288	-	280	859	71.0	1973 Dec 15	268	832	71.02	-
S06973	1973-100A	-	1973 Dec 13	1982?	1982?	1982?	-	DSCS	-	-	M	D	COM	U	-	-	US	A/AC.105/INF.291	1441.0	35716	36064	2.5	1982 May 17	35767	35771	4.55	-
S06974	1973-100B	-	1973 Dec 13	1993 Dec 17	1993 Dec 17	1993 Dec 17	-	DSCS	-	-	M	D	COM	U	-	-	US	A/AC.105/INF.291	1445.0	35932	35981	2.5	1993 Dec 20	36292	36858	13.49	-
S06977	1973-101A	[Explorer 51]	1973 Dec 16	1978 Dec 11	1978 Dec 11	1978 Dec 11	-	Explorer AE	-	-	M	C	EOSCI	U	-	ATM*	US	A/AC.105/INF.291	131.9	150	4263	68.1	1978 Dec 10	175	177	67.94	Atmospheric studies
S06979	1973-102A	Cosmos 616	1973 Dec 17	1973 Dec 28	1973 Dec 28	1973 Dec 28 0718?	-	Orion	-	-	D	D	IMG	U	-	-	SU	A/AC.105/INF.288	-	241	355	72.9	1973 Dec 28	-158	248	72.86	-
S06982	1973-103A	Soyuz 13	1973 Dec 18	1973 Dec 26	1973 Dec 26	1973 Dec 26 0850	-	7K-TX	-	-	M	C	SS	U	-	UVA/BIO	SU	A/AC.105/INF.288	-	225	272	51.6	1973 Dec 26	-64	235	51.57	Kohoutek observations
S06985	1973-104A	Cosmos 617	1973 Dec 19	1975?	1975?	1975?	-	Strela-1M	A	-	-	D	COM	U	-	-	SU	A/AC.105/INF.288	-	1404	1511	74.0	1973 Dec 26	1335	1484	74.03	-
S06986	1973-104B	Cosmos 618	1973 Dec 19	1975?	1975?	1975?	-	Strela-1M	A	-	-	D	COM	U	-	-	SU	A/AC.105/INF.288	-	1404	1511	74.0	1973 Dec 21	1444	1487	74.01	-
S06987	1973-104C	Cosmos 619	1973 Dec 19	1975?	1975?	1975?	-	Strela-1M	A	-	-	D	COM	U	-	-	SU	A/AC.105/INF.288	-	1404	1511	74.0	1973 Dec 28	1423	1489	74.02	-
S06988	1973-104D	Cosmos 620	1973 Dec 19	1975?	1975?	1975?	-	Strela-1M	A	-	-	D	COM	U	-	-	SU	A/AC.105/INF.288	-	1404	1511	74.0	1973 Dec 21	1459	1494	74.01	-
S06989	1973-104E	Cosmos 621	1973 Dec 19	1975?	1975?	1975?	-	Strela-1M	A	-	-	D	COM	U	-	-	SU	A/AC.105/INF.288	-	1404	1511	74.0	1973 Dec 24	1406	1485	74.03	-
S06990	1973-104F	Cosmos 622	1973 Dec 19	1975?	1975?	1975?	-	Strela-1M	A	-	-	D	COM	U	-	-	SU	A/AC.105/INF.288	-	1404	1511	74.0	1973 Dec 24	1370	1485	74.02	-
S06991	1973-104G	Cosmos 623	1973 Dec 19	1975?	1975?	1975?	-	Strela-1M	A	-	-	D	COM	U	-	-	SU	A/AC.105/INF.288	-	1404	1511	74.0	1973 Dec 25	1387	1486	74.03	-
S06992	1973-104H	Cosmos 624	1973 Dec 19	1975?	1975?	1975?	-	Strela-1M	A	-	-	D	COM	U	-	-	SU	A/AC.105/INF.288	-	1404	1511	74.0	1973 Dec 22	1352	1485	74.02	-
S06995	1973-105A	Cosmos 625	1973 Dec 21	1974 Jan  3	1974 Jan  3	1974 Jan  3 0714?	-	Zenit-4MK	-	-	M	D	IMG	U	-	-	SU	A/AC.105/INF.288	-	214	346	72.8	1974 Jan  3	-176	224	72.84	-
S07000	1973-106A	Molniya 2	1973 Dec 25	1976 Sep 16	1976 Sep 16	1976 Sep 16	-	Molniya-2	-	-	M	D	COM	U	-	-	SU	A/AC.105/INF.288	-	466	40865	62.8	1976 Sep 20	535	39816	63.39	-
S07003	1973-107A	Oreol 2	1973 Dec 26	1974 Apr 30	1974 Apr 30	1974 Apr 30	-	DS-U2-GKA	-	-	-	C	SCI	U	-	AUR/P*	SU	A/AC.105/INF.288	-	407	1995	74.0	1973 Dec 28	399	1972	74.00	Auroral
S07005	1973-108A	Cosmos 626	1973 Dec 27	1974 Feb 11	1974 Feb 11	1974 Feb 11	-	US-A	-	-	M	D	SIG	U	-	-	SU	A/AC.105/INF.288	-	257	280	65.0	1974 Feb 16	907	990	65.44	-
S07006	1973-102E	KBE	1973 Dec 17	1973 Dec 28	1973 Dec 28	1973 Dec 28 0645?	-	Cap B	-	-	-	D	TECH	U	-	-	[SU]	-	-	-	-	-	1973 Dec 29	191	278	72.86	-
S07008	1973-109A	Cosmos 627	1973 Dec 29	1975?	1975?	1975?	-	Zaliv	A	-	-	D	NAV	U	-	-	SU	A/AC.105/INF.288	-	991	1032	83.0	1974 Jan  1	972	1018	82.96	-
S07094	1974-001A	Cosmos 628	1974 Jan 17	1975?	1975?	1975?	-	Zaliv	C	-	-	D	NAV	U	-	-	SU	A/AC.105/INF.288	-	975	1026	83.0	1974 Jan 21	958	1012	82.96	-
S07096	1974-002A	[Skynet IIA]	1974 Jan 19	1974 Jan 25	1974 Jan 25	1974 Jan 25	-	Skynet	-	-	M	D	COM	U	RAF Oakhanger	-	[UK]	-	-	-	-	-	1974 Jan 24	-98	4297	37.51	-
S07100	1974-003A	Cosmos 629	1974 Jan 24	1974 Feb  5	1974 Feb  5	1974 Feb  5 0656?	-	Zenit-2M	-	-	D	D	IMG	U	-	-	SU	A/AC.105/INF.288	-	202	315	62.8	1974 Feb  4	193	279	62.80	-
S07104	1974-004A	Cosmos 630	1974 Jan 30	1974 Feb 13	1974 Feb 13	1974 Feb 13 0521?	-	Zenit-4MK	-	-	M	D	IMG	U	-	-	SU	A/AC.105/INF.288	-	213	367	72.9	1974 Feb 13	-190	215	72.85	-
S07109	1974-005A	Cosmos 631	1974 Feb  6	1974?	1974?	1974?	-	Tselina-OM	-	-	-	D	SIG	U	-	-	SU	A/AC.105/INF.290	-	522	565	74.0	1974 Feb 13	518	544	74.04	-
S07117	1974-006A	Cosmos 632	1974 Feb 12	1974 Feb 26	1974 Feb 26	1974 Feb 26 0614?	-	Zenit-4M	-	-	-	D	IMG	U	-	-	SU	A/AC.105/INF.290	-	184	333	65.0	1974 Feb 14	175	303	65.00	-
S07121	1974-007A	-	1974 Feb 13	1974 Mar 17	1974 Mar 17	1974 Mar 17	-	KH8D	-	-	-	D	IMG	U	-	-	US	A/AC.105/INF.292	89.8	128	404	110.4	-	0	0	0.00	-
S07122	1974-008A	[Tansei 2]	1974 Feb 16	1974 Mar  2?	1974 Mar  2?	1974 Mar  2?	-	Tansei	-	-	-	C	TECH	U	-	-	J	A/AC.105/INF.287	121.8	289	3257	31.2	1974 Feb 18	285	3233	31.22	-
S07154	1974-009A	San Marco IV	1974 Feb 18	1976 May  4	1976 May  4	1976 May  4	-	San Marco	-	-	-	C	SCI	U	-	ATM*	I	A/AC.105/INF.308	96.0	235	909	2.9	1974 Mar 14	236	902	2.90	Atmospheric composition/density
S07187	1974-010A	Cosmos 633	1974 Feb 27	1974 Oct  4	1974 Oct  4	1974 Oct  4	-	DS-P1-Yu A	-	-	-	D	CAL	U	-	-	SU	A/AC.105/INF.290	-	280	516	71.0	1974 Mar  2	269	488	70.99	-
